age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
37,services,married,secondary,no,4151,yes,yes,cellular,30,jul,4,-1,0,unknown,yes
55,entrepreneur,married,tertiary,no,323,yes,yes,cellular,13,may,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,2,-1,0,unknown,yes
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,1,-1,0,unknown,yes
45,unknown,married,unknown,no,356,no,no,cellular,11,aug,2,-1,0,unknown,no
35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,6,-1,0,unknown,yes
48,admin.,married,unknown,no,0,yes,no,cellular,8,may,1,168,2,failure,no
42,self-employed,married,primary,no,3717,no,no,unknown,20,jun,1,-1,0,unknown,no
44,self-employed,married,unknown,no,680,yes,no,telephone,30,jul,4,-1,0,unknown,no
30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,1,-1,0,unknown,no
40,management,single,tertiary,no,0,yes,no,cellular,23,feb,2,182,6,failure,yes
80,retired,married,primary,no,1468,no,no,cellular,13,jan,3,-1,0,unknown,yes
30,technician,single,secondary,no,893,no,no,cellular,26,aug,3,-1,0,unknown,no
38,services,married,secondary,no,8876,no,no,cellular,2,feb,1,75,1,failure,no
44,services,married,secondary,no,0,yes,yes,cellular,11,may,1,-1,0,unknown,no
57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,3,-1,0,unknown,no
30,management,single,tertiary,no,277,yes,no,cellular,8,may,1,42,1,other,no
34,management,married,tertiary,no,8000,no,no,cellular,12,feb,1,260,2,failure,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,1,286,2,failure,yes
39,services,married,secondary,no,0,yes,no,unknown,20,may,2,-1,0,unknown,no
39,management,married,secondary,no,13578,yes,no,cellular,21,nov,2,-1,0,unknown,no
35,services,single,secondary,no,1239,yes,no,cellular,5,may,2,347,1,failure,no
49,blue-collar,married,primary,no,-167,no,no,cellular,7,jul,1,-1,0,unknown,no
29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,1,-1,0,unknown,yes
19,student,single,secondary,no,302,no,no,cellular,16,jul,1,-1,0,unknown,yes
40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,1,-1,0,unknown,yes
36,services,divorced,primary,no,418,yes,no,cellular,8,may,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,1,196,1,success,yes
30,admin.,single,secondary,no,2702,yes,no,cellular,24,jul,2,-1,0,unknown,no
60,housemaid,divorced,primary,no,1412,no,no,cellular,22,jul,4,-1,0,unknown,no
45,self-employed,single,primary,no,112,no,no,unknown,20,jun,4,-1,0,unknown,no
32,services,married,secondary,no,289,yes,no,cellular,2,feb,1,257,2,failure,no
34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,2,156,4,other,yes
28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,1,-1,0,unknown,yes
32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,1,-1,0,unknown,yes
49,admin.,single,secondary,no,293,no,no,cellular,28,jun,1,-1,0,unknown,yes
51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,2,-1,0,unknown,yes
40,technician,married,secondary,no,-357,yes,no,cellular,16,jul,4,-1,0,unknown,yes
45,services,married,secondary,no,27,yes,yes,cellular,31,jul,2,-1,0,unknown,no
24,management,single,tertiary,no,1,no,no,cellular,14,may,5,-1,0,unknown,yes
35,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,1,87,3,failure,yes
51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,240,yes,no,cellular,18,may,4,-1,0,unknown,no
38,technician,married,tertiary,no,202,no,no,cellular,5,aug,2,-1,0,unknown,yes
36,management,single,tertiary,no,2944,no,no,cellular,18,aug,8,-1,0,unknown,yes
54,retired,married,secondary,no,1851,no,no,unknown,11,jun,3,-1,0,unknown,no
39,admin.,single,secondary,no,1078,no,no,unknown,3,jun,3,-1,0,unknown,no
49,management,married,tertiary,no,276,no,no,cellular,27,aug,5,-1,0,unknown,no
25,student,single,tertiary,no,58,no,no,cellular,24,jul,5,-1,0,unknown,yes
35,management,married,secondary,no,97,yes,no,unknown,29,may,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,395,yes,no,unknown,2,jun,1,-1,0,unknown,no
67,retired,married,primary,no,1430,no,no,cellular,11,jan,2,91,3,failure,yes
35,admin.,single,secondary,no,303,no,no,cellular,24,sep,2,190,10,other,yes
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,2,-1,0,unknown,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,3,95,4,success,yes
46,services,married,secondary,no,0,no,no,cellular,18,aug,4,-1,0,unknown,no
28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,2,238,13,other,yes
52,management,married,tertiary,no,4358,no,no,telephone,31,jul,7,-1,0,unknown,no
37,services,married,secondary,no,1970,yes,no,telephone,5,nov,1,-1,0,unknown,yes
45,technician,single,tertiary,no,0,no,no,cellular,22,aug,4,-1,0,unknown,no
27,student,single,secondary,no,3754,no,no,cellular,15,mar,3,98,1,other,no
34,services,single,secondary,no,1239,yes,no,unknown,23,may,1,-1,0,unknown,no
31,services,married,secondary,no,447,no,no,cellular,19,mar,3,-1,0,unknown,yes
43,technician,single,secondary,no,1462,no,no,unknown,9,jun,2,-1,0,unknown,no
33,management,single,tertiary,no,2667,yes,no,cellular,18,may,1,180,3,failure,no
41,entrepreneur,divorced,tertiary,no,-413,yes,no,unknown,8,may,2,-1,0,unknown,no
46,services,married,primary,no,437,yes,no,cellular,13,may,3,-1,0,unknown,yes
33,management,single,tertiary,no,224,no,no,cellular,8,mar,2,-1,0,unknown,yes
45,management,married,tertiary,no,210,yes,no,cellular,21,jul,1,-1,0,unknown,no
27,technician,married,secondary,no,-392,yes,no,cellular,23,jul,2,-1,0,unknown,yes
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,2,-1,0,unknown,no
41,unemployed,single,tertiary,no,4517,yes,no,cellular,20,nov,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,1,345,1,other,no
44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,1,-1,0,unknown,no
56,services,married,unknown,no,616,no,no,unknown,18,jun,1,-1,0,unknown,no
38,admin.,married,secondary,no,47,yes,no,cellular,4,may,5,-1,0,unknown,yes
29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,3,-1,0,unknown,yes
26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,2,-1,0,unknown,yes
27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,1,-1,0,unknown,yes
36,technician,married,tertiary,no,521,no,no,cellular,20,oct,3,-1,0,unknown,yes
49,unemployed,married,primary,no,518,no,no,cellular,29,jan,2,-1,0,unknown,yes
43,management,divorced,secondary,no,51,no,no,cellular,2,feb,1,-1,0,unknown,yes
31,technician,single,secondary,no,1170,yes,no,unknown,2,jun,2,-1,0,unknown,no
27,management,married,tertiary,no,893,no,no,cellular,16,oct,2,-1,0,unknown,yes
29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,5,-1,0,unknown,no
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,1,127,7,failure,yes
28,services,single,tertiary,no,128,no,no,cellular,27,may,1,414,1,failure,yes
50,admin.,married,secondary,no,715,no,no,cellular,28,aug,13,-1,0,unknown,no
57,blue-collar,single,primary,no,3495,no,yes,cellular,19,nov,3,-1,0,unknown,no
31,management,single,secondary,no,1310,yes,no,cellular,18,may,2,-1,0,unknown,no
36,technician,single,secondary,no,664,no,no,cellular,22,aug,3,-1,0,unknown,no
34,admin.,single,tertiary,no,64,yes,no,cellular,28,jul,2,-1,0,unknown,no
70,retired,divorced,secondary,no,0,no,no,cellular,8,sep,1,-1,0,unknown,yes
36,management,married,tertiary,no,-633,yes,no,cellular,17,jul,1,-1,0,unknown,no
35,management,single,tertiary,no,2306,no,no,cellular,18,aug,7,-1,0,unknown,no
28,technician,single,secondary,no,3,no,no,telephone,18,may,8,349,6,failure,no
26,technician,single,tertiary,no,4130,no,no,cellular,28,jan,2,-1,0,unknown,no
31,technician,single,secondary,no,1819,yes,no,unknown,15,may,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,1,-1,0,unknown,no
35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,1,-1,0,unknown,yes
47,technician,married,secondary,no,335,no,no,cellular,17,feb,1,-1,0,unknown,yes
54,management,married,secondary,no,0,no,no,cellular,19,nov,1,-1,0,unknown,no
36,admin.,single,secondary,no,115,no,no,cellular,4,may,3,91,1,failure,no
33,management,married,tertiary,no,133,yes,no,unknown,26,may,4,-1,0,unknown,no
35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,1,-1,0,unknown,yes
75,retired,married,primary,no,2970,no,no,cellular,12,aug,1,-1,0,unknown,yes
33,self-employed,divorced,tertiary,no,454,no,yes,cellular,18,nov,1,-1,0,unknown,no
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,1,279,1,failure,yes
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,4,-1,0,unknown,yes
25,technician,single,tertiary,no,800,yes,no,unknown,13,may,4,-1,0,unknown,no
37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,4,210,3,failure,yes
42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,4,-1,0,unknown,no
63,admin.,divorced,secondary,no,4680,no,no,cellular,15,sep,2,-1,0,unknown,yes
47,technician,divorced,tertiary,no,8422,no,no,cellular,8,aug,4,-1,0,unknown,no
46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,2,291,5,failure,yes
33,management,single,tertiary,no,576,no,no,cellular,25,may,1,111,2,other,no
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,2,189,29,other,yes
37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,1,-1,0,unknown,no
54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,1,-1,0,unknown,no
38,self-employed,single,secondary,no,592,no,no,cellular,6,may,1,-1,0,unknown,no
51,self-employed,married,secondary,no,44,yes,yes,telephone,21,jul,1,-1,0,unknown,no
29,management,single,tertiary,no,502,no,no,cellular,8,jul,1,87,5,failure,yes
31,management,married,tertiary,no,1032,no,no,cellular,7,jul,1,-1,0,unknown,yes
45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,2,283,1,success,yes
41,technician,married,tertiary,no,13,no,no,unknown,5,jun,2,-1,0,unknown,no
40,blue-collar,single,secondary,no,82,yes,no,cellular,13,may,6,370,5,failure,no
56,management,married,secondary,no,238,yes,no,cellular,19,nov,1,-1,0,unknown,no
33,services,married,secondary,no,-384,yes,no,cellular,9,jul,1,-1,0,unknown,no
48,technician,married,secondary,no,23495,no,no,cellular,22,aug,8,-1,0,unknown,no
26,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,3,-1,0,unknown,no
32,technician,single,tertiary,no,705,no,no,cellular,17,jun,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,2,-1,0,unknown,yes
27,admin.,single,secondary,no,192,no,no,telephone,28,jul,17,-1,0,unknown,yes
60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,3,-1,0,unknown,yes
57,management,married,tertiary,no,3431,yes,no,unknown,16,may,1,-1,0,unknown,no
50,technician,married,tertiary,no,247,no,no,unknown,23,may,1,-1,0,unknown,no
47,technician,married,secondary,no,0,yes,no,cellular,25,may,1,-1,0,unknown,no
48,blue-collar,married,primary,no,-254,no,yes,cellular,29,aug,4,-1,0,unknown,no
35,management,single,secondary,yes,-202,yes,no,unknown,20,may,3,-1,0,unknown,no
22,student,single,secondary,no,216,no,no,cellular,8,feb,1,187,1,success,yes
77,retired,divorced,primary,no,639,no,no,telephone,16,apr,7,-1,0,unknown,no
80,retired,married,primary,no,997,no,no,cellular,29,oct,2,86,1,other,yes
34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,1,-1,0,unknown,yes
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,1,-1,0,unknown,yes
30,admin.,married,secondary,no,46,yes,no,unknown,6,may,2,-1,0,unknown,no
58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,1,-1,0,unknown,no
39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,9,-1,0,unknown,yes
30,services,divorced,primary,no,459,yes,no,cellular,18,jul,1,-1,0,unknown,yes
26,admin.,single,secondary,no,102,no,yes,cellular,8,jul,2,-1,0,unknown,yes
42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,3,-1,0,unknown,yes
49,services,married,secondary,no,1377,yes,no,unknown,7,may,1,-1,0,unknown,no
34,technician,married,secondary,no,1026,no,no,cellular,12,nov,1,100,6,failure,no
46,management,married,tertiary,no,349,no,no,cellular,14,may,4,88,3,success,yes
39,management,married,secondary,no,215,no,no,cellular,11,aug,4,-1,0,unknown,yes
46,technician,married,secondary,no,3434,no,yes,cellular,27,feb,1,-1,0,unknown,yes
33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,13849,yes,no,unknown,23,may,5,-1,0,unknown,no
53,blue-collar,married,secondary,no,-76,no,no,cellular,29,jan,1,164,4,other,no
54,retired,divorced,primary,no,22,no,no,unknown,20,jun,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,136,yes,no,unknown,4,jun,2,-1,0,unknown,no
48,services,married,secondary,no,127,no,no,cellular,8,jul,1,-1,0,unknown,no
20,student,single,secondary,no,130,no,no,telephone,4,may,3,-1,0,unknown,no
35,management,married,tertiary,no,244,yes,no,cellular,19,nov,1,-1,0,unknown,no
32,management,single,tertiary,no,46,no,no,cellular,21,aug,6,-1,0,unknown,yes
55,retired,married,secondary,no,2312,no,no,unknown,12,jun,1,-1,0,unknown,no
52,services,married,secondary,no,657,no,no,telephone,7,jul,2,460,2,failure,yes
30,management,single,tertiary,no,156,yes,no,unknown,9,jun,9,-1,0,unknown,no
29,services,single,secondary,no,887,no,no,cellular,4,feb,1,-1,0,unknown,no
37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,1,14,9,failure,no
32,management,single,tertiary,no,520,no,no,cellular,3,feb,2,-1,0,unknown,yes
34,blue-collar,married,primary,no,425,yes,no,cellular,16,jul,7,-1,0,unknown,no
31,management,married,tertiary,no,303,yes,no,unknown,14,may,1,-1,0,unknown,no
41,technician,single,secondary,no,650,yes,no,cellular,20,nov,3,-1,0,unknown,yes
36,management,married,tertiary,no,4,no,yes,cellular,29,jul,6,-1,0,unknown,no
32,management,married,tertiary,no,71,no,no,cellular,2,feb,1,-1,0,unknown,no
26,services,single,secondary,no,110,no,no,cellular,30,jan,2,-1,0,unknown,yes
53,housemaid,married,unknown,no,0,no,no,cellular,22,aug,1,-1,0,unknown,no
64,management,married,tertiary,no,4688,no,no,cellular,21,oct,1,-1,0,unknown,yes
51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,4,-1,0,unknown,yes
44,services,married,secondary,no,808,yes,no,unknown,2,jun,2,-1,0,unknown,no
